"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
24,"Yes","Travel_Frequently",381,"Research & Development",9,3,"Medical",1494,2,"Male",89,3,1,"Laboratory Technician",1,"Single",3172,16998,2,"Yes",11,3,3,0,4,2,2,0,0,0,0
30,"Yes","Travel_Rarely",945,"Sales",9,3,"Medical",1876,2,"Male",89,3,1,"Sales Representative",4,"Single",1081,16019,1,"No",13,3,3,0,1,3,2,1,0,0,0
34,"Yes","Travel_Frequently",988,"Human Resources",23,3,"Human Resources",590,2,"Female",43,3,3,"Human Resources",1,"Divorced",9950,11533,9,"Yes",15,3,3,3,11,2,3,3,2,0,2
28,"Yes","Travel_Rarely",1404,"Research & Development",17,3,"Technical Degree",1960,3,"Male",32,2,1,"Laboratory Technician",4,"Divorced",2367,18779,5,"No",12,3,1,1,6,2,2,4,1,0,3
32,"Yes","Travel_Rarely",1259,"Research & Development",2,4,"Life Sciences",1692,4,"Male",95,3,1,"Laboratory Technician",2,"Single",1393,24852,1,"No",12,3,1,0,1,2,3,1,0,0,0
25,"Yes","Travel_Frequently",599,"Sales",24,1,"Life Sciences",1273,3,"Male",73,1,1,"Sales Representative",4,"Single",1118,8040,1,"Yes",14,3,4,0,1,4,3,1,0,1,0
31,"Yes","Travel_Rarely",249,"Sales",6,4,"Life Sciences",163,2,"Male",76,1,2,"Sales Executive",3,"Married",6172,20739,4,"Yes",18,3,2,0,12,3,2,7,7,7,7
37,"Yes","Travel_Rarely",1141,"Research & Development",11,2,"Medical",1033,1,"Female",61,1,2,"Healthcare Representative",2,"Married",4777,14382,5,"No",15,3,1,0,15,2,1,1,0,0,0
37,"Yes","Travel_Frequently",504,"Research & Development",10,3,"Medical",342,1,"Male",61,3,3,"Manufacturing Director",3,"Divorced",10048,22573,6,"No",11,3,2,2,17,5,3,1,0,0,0
33,"Yes","Travel_Rarely",350,"Sales",5,3,"Marketing",485,4,"Female",34,3,1,"Sales Representative",3,"Single",2851,9150,1,"Yes",13,3,2,0,1,2,3,1,0,0,0
22,"Yes","Travel_Frequently",1256,"Research & Development",3,4,"Life Sciences",1203,3,"Male",48,2,1,"Research Scientist",4,"Married",2853,4223,0,"Yes",11,3,2,1,1,5,3,0,0,0,0
21,"Yes","Travel_Rarely",1427,"Research & Development",18,1,"Other",923,4,"Female",65,3,1,"Research Scientist",4,"Single",2693,8870,1,"No",19,3,1,0,1,3,2,1,0,0,0
26,"Yes","Travel_Rarely",950,"Sales",4,4,"Marketing",401,4,"Male",48,2,2,"Sales Executive",4,"Single",5828,8450,1,"Yes",12,3,2,0,8,0,3,8,7,7,4
19,"Yes","Travel_Rarely",303,"Research & Development",2,3,"Life Sciences",243,2,"Male",47,2,1,"Laboratory Technician",4,"Single",1102,9241,1,"No",22,4,3,0,1,3,2,1,0,1,0
31,"Yes","Travel_Rarely",1079,"Sales",16,4,"Marketing",1761,1,"Male",70,3,3,"Sales Executive",3,"Married",8161,19002,2,"No",13,3,1,3,10,2,3,1,0,0,0
21,"Yes","Travel_Rarely",156,"Sales",12,3,"Life Sciences",494,3,"Female",90,4,1,"Sales Representative",2,"Single",2716,25422,1,"No",15,3,4,0,1,0,3,1,0,0,0
33,"Yes","Travel_Rarely",211,"Sales",16,3,"Life Sciences",1758,1,"Female",74,3,3,"Sales Executive",1,"Single",8564,10092,2,"Yes",20,4,3,0,11,2,2,0,0,0,0
32,"Yes","Travel_Rarely",1259,"Research & Development",2,4,"Life Sciences",1692,4,"Male",95,3,1,"Laboratory Technician",2,"Single",1393,24852,1,"No",12,3,1,0,1,2,3,1,0,0,0
39,"Yes","Non-Travel",592,"Research & Development",2,3,"Life Sciences",1458,1,"Female",54,2,1,"Laboratory Technician",1,"Single",3646,17181,2,"Yes",23,4,2,0,11,2,4,1,0,0,0
33,"Yes","Travel_Frequently",1076,"Research & Development",3,3,"Life Sciences",702,1,"Male",70,3,1,"Research Scientist",1,"Single",3348,3164,1,"Yes",11,3,1,0,10,3,3,10,8,9,7
43,"Yes","Travel_Frequently",807,"Research & Development",17,3,"Technical Degree",1767,3,"Male",38,2,1,"Research Scientist",3,"Married",2437,15587,9,"Yes",16,3,4,1,6,4,3,1,0,0,0
32,"Yes","Travel_Rarely",414,"Sales",2,4,"Marketing",1862,3,"Male",82,2,2,"Sales Executive",2,"Single",9907,26186,7,"Yes",12,3,3,0,7,3,2,2,2,2,2
32,"Yes","Travel_Rarely",1045,"Sales",4,4,"Medical",291,4,"Male",32,1,3,"Sales Executive",4,"Married",10400,25812,1,"No",11,3,3,0,14,2,2,14,8,9,8
31,"Yes","Travel_Frequently",561,"Research & Development",3,3,"Life Sciences",1537,4,"Female",33,3,1,"Research Scientist",3,"Single",4084,4156,1,"No",12,3,1,0,7,2,1,7,2,7,7
24,"Yes","Travel_Rarely",240,"Human Resources",22,1,"Human Resources",1714,4,"Male",58,1,1,"Human Resources",3,"Married",1555,11585,1,"No",11,3,3,1,1,2,3,1,0,0,0
58,"Yes","Travel_Rarely",286,"Research & Development",2,4,"Life Sciences",825,4,"Male",31,3,5,"Research Director",2,"Single",19246,25761,7,"Yes",12,3,4,0,40,2,3,31,15,13,8
37,"Yes","Travel_Rarely",1373,"Research & Development",2,2,"Other",4,4,"Male",92,2,1,"Laboratory Technician",3,"Single",2090,2396,6,"Yes",15,3,2,0,7,3,3,0,0,0,0
48,"Yes","Travel_Frequently",708,"Sales",7,2,"Medical",1691,4,"Female",95,3,1,"Sales Representative",3,"Married",2655,11740,2,"Yes",11,3,3,2,19,3,3,9,7,7,7
28,"Yes","Travel_Rarely",1475,"Sales",13,2,"Marketing",1933,4,"Female",84,3,2,"Sales Executive",3,"Single",9854,23352,3,"Yes",11,3,4,0,6,0,3,2,0,2,2
32,"Yes","Travel_Rarely",964,"Sales",1,2,"Life Sciences",1734,1,"Male",34,1,2,"Sales Executive",2,"Single",6735,12147,6,"No",15,3,2,0,10,2,3,0,0,0,0
29,"Yes","Travel_Rarely",318,"Research & Development",8,4,"Other",454,2,"Male",77,1,1,"Laboratory Technician",1,"Married",2119,4759,1,"Yes",11,3,4,0,7,4,2,7,7,0,7
30,"Yes","Travel_Rarely",945,"Sales",9,3,"Medical",1876,2,"Male",89,3,1,"Sales Representative",4,"Single",1081,16019,1,"No",13,3,3,0,1,3,2,1,0,0,0
26,"Yes","Travel_Frequently",575,"Research & Development",3,1,"Technical Degree",510,3,"Male",73,3,1,"Research Scientist",1,"Single",3102,6582,0,"No",22,4,3,0,7,2,3,6,4,0,4
35,"Yes","Travel_Rarely",763,"Sales",15,2,"Medical",1645,1,"Male",59,1,2,"Sales Executive",4,"Divorced",5440,22098,6,"Yes",14,3,4,2,7,2,2,2,2,2,2
35,"Yes","Travel_Frequently",130,"Research & Development",25,4,"Life Sciences",881,4,"Female",96,3,1,"Research Scientist",2,"Divorced",2022,16612,1,"Yes",19,3,1,1,10,3,2,10,2,7,8
18,"Yes","Non-Travel",247,"Research & Development",8,1,"Medical",1156,3,"Male",80,3,1,"Laboratory Technician",3,"Single",1904,13556,1,"No",12,3,4,0,0,0,3,0,0,0,0
28,"Yes","Non-Travel",1366,"Research & Development",24,2,"Technical Degree",1082,2,"Male",72,2,3,"Healthcare Representative",1,"Single",8722,12355,1,"No",12,3,1,0,10,2,2,10,7,1,9
38,"Yes","Travel_Rarely",1180,"Research & Development",29,1,"Medical",282,2,"Male",70,3,2,"Healthcare Representative",1,"Married",6673,11354,7,"Yes",19,3,2,0,17,2,3,1,0,0,0
30,"Yes","Travel_Rarely",138,"Research & Development",22,3,"Life Sciences",1004,1,"Female",48,3,1,"Research Scientist",3,"Married",2132,11539,4,"Yes",11,3,2,0,7,2,3,5,2,0,1
33,"Yes","Travel_Rarely",813,"Research & Development",14,3,"Medical",325,3,"Male",58,3,1,"Laboratory Technician",4,"Married",2436,22149,5,"Yes",13,3,3,1,8,2,1,5,4,0,4
26,"Yes","Travel_Frequently",426,"Human Resources",17,4,"Life Sciences",608,2,"Female",58,3,1,"Human Resources",3,"Divorced",2741,22808,0,"Yes",11,3,2,1,8,2,2,7,7,1,0
31,"Yes","Travel_Frequently",561,"Research & Development",3,3,"Life Sciences",1537,4,"Female",33,3,1,"Research Scientist",3,"Single",4084,4156,1,"No",12,3,1,0,7,2,1,7,2,7,7
31,"Yes","Travel_Rarely",202,"Research & Development",8,3,"Life Sciences",1433,1,"Female",34,2,1,"Research Scientist",2,"Single",1261,22262,1,"No",12,3,3,0,1,3,4,1,0,0,0
31,"Yes","Travel_Rarely",1079,"Sales",16,4,"Marketing",1761,1,"Male",70,3,3,"Sales Executive",3,"Married",8161,19002,2,"No",13,3,1,3,10,2,3,1,0,0,0
31,"Yes","Travel_Frequently",703,"Sales",2,3,"Life Sciences",1379,3,"Female",90,2,1,"Sales Representative",4,"Single",2785,11882,7,"No",14,3,3,0,3,3,4,1,0,0,0
18,"Yes","Travel_Frequently",1306,"Sales",5,3,"Marketing",614,2,"Male",69,3,1,"Sales Representative",2,"Single",1878,8059,1,"Yes",14,3,4,0,0,3,3,0,0,0,0
39,"Yes","Travel_Rarely",1122,"Research & Development",6,3,"Medical",932,4,"Male",70,3,1,"Laboratory Technician",1,"Married",2404,4303,7,"Yes",21,4,4,0,8,2,1,2,2,2,2
29,"Yes","Travel_Rarely",992,"Research & Development",1,3,"Technical Degree",300,3,"Male",85,3,1,"Research Scientist",3,"Single",2058,19757,0,"No",14,3,4,0,7,1,2,6,2,1,5
21,"Yes","Travel_Rarely",1427,"Research & Development",18,1,"Other",923,4,"Female",65,3,1,"Research Scientist",4,"Single",2693,8870,1,"No",19,3,1,0,1,3,2,1,0,0,0
18,"Yes","Non-Travel",247,"Research & Development",8,1,"Medical",1156,3,"Male",80,3,1,"Laboratory Technician",3,"Single",1904,13556,1,"No",12,3,4,0,0,0,3,0,0,0,0
36,"Yes","Travel_Rarely",1456,"Sales",13,5,"Marketing",1733,2,"Male",96,2,2,"Sales Executive",1,"Divorced",6134,8658,5,"Yes",13,3,2,3,16,3,3,2,2,2,2
44,"Yes","Travel_Frequently",429,"Research & Development",1,2,"Medical",1792,3,"Male",99,3,1,"Research Scientist",2,"Divorced",2342,11092,1,"Yes",12,3,3,3,6,2,2,5,3,2,3
58,"Yes","Travel_Rarely",286,"Research & Development",2,4,"Life Sciences",825,4,"Male",31,3,5,"Research Director",2,"Single",19246,25761,7,"Yes",12,3,4,0,40,2,3,31,15,13,8
30,"Yes","Travel_Rarely",945,"Sales",9,3,"Medical",1876,2,"Male",89,3,1,"Sales Representative",4,"Single",1081,16019,1,"No",13,3,3,0,1,3,2,1,0,0,0
22,"Yes","Travel_Frequently",1368,"Research & Development",4,1,"Technical Degree",593,3,"Male",99,2,1,"Laboratory Technician",3,"Single",3894,9129,5,"No",16,3,3,0,4,3,3,2,2,1,2
26,"Yes","Travel_Frequently",575,"Research & Development",3,1,"Technical Degree",510,3,"Male",73,3,1,"Research Scientist",1,"Single",3102,6582,0,"No",22,4,3,0,7,2,3,6,4,0,4
23,"Yes","Travel_Rarely",1243,"Research & Development",6,3,"Life Sciences",811,3,"Male",63,4,1,"Laboratory Technician",1,"Married",1601,3445,1,"Yes",21,4,3,2,1,2,3,0,0,0,0
29,"Yes","Travel_Rarely",805,"Research & Development",1,2,"Life Sciences",816,2,"Female",36,2,1,"Laboratory Technician",1,"Married",2319,6689,1,"Yes",11,3,4,1,1,1,3,1,0,0,0
26,"Yes","Travel_Frequently",575,"Research & Development",3,1,"Technical Degree",510,3,"Male",73,3,1,"Research Scientist",1,"Single",3102,6582,0,"No",22,4,3,0,7,2,3,6,4,0,4
28,"Yes","Travel_Frequently",1496,"Sales",1,3,"Technical Degree",1486,1,"Male",92,3,1,"Sales Representative",3,"Married",2909,15747,3,"No",15,3,4,1,5,3,4,3,2,1,2
40,"Yes","Non-Travel",1479,"Sales",24,3,"Life Sciences",986,2,"Female",100,4,4,"Sales Executive",2,"Single",13194,17071,4,"Yes",16,3,4,0,22,2,2,1,0,0,0
35,"Yes","Travel_Frequently",130,"Research & Development",25,4,"Life Sciences",881,4,"Female",96,3,1,"Research Scientist",2,"Divorced",2022,16612,1,"Yes",19,3,1,1,10,3,2,10,2,7,8
19,"Yes","Travel_Rarely",303,"Research & Development",2,3,"Life Sciences",243,2,"Male",47,2,1,"Laboratory Technician",4,"Single",1102,9241,1,"No",22,4,3,0,1,3,2,1,0,1,0
39,"Yes","Travel_Frequently",203,"Research & Development",2,3,"Life Sciences",1127,1,"Male",84,3,4,"Healthcare Representative",4,"Divorced",12169,13547,7,"No",11,3,4,3,21,4,3,18,7,11,5
31,"Yes","Travel_Frequently",754,"Sales",26,4,"Marketing",1967,1,"Male",63,3,2,"Sales Executive",4,"Married",5617,21075,1,"Yes",11,3,3,0,10,4,3,10,7,0,8
28,"Yes","Travel_Rarely",1157,"Research & Development",2,4,"Medical",440,1,"Male",84,1,1,"Research Scientist",4,"Married",3464,24737,5,"Yes",13,3,4,0,5,4,2,3,2,2,2
33,"Yes","Travel_Rarely",587,"Research & Development",10,1,"Medical",584,1,"Male",38,1,1,"Laboratory Technician",4,"Divorced",3408,6705,7,"No",13,3,1,3,8,2,3,4,3,1,3
41,"Yes","Non-Travel",906,"Research & Development",5,2,"Life Sciences",1210,1,"Male",95,2,1,"Research Scientist",1,"Divorced",2107,20293,6,"No",17,3,1,1,5,2,1,1,0,0,0
32,"Yes","Travel_Rarely",374,"Research & Development",25,4,"Life Sciences",911,1,"Male",87,3,1,"Laboratory Technician",4,"Single",2795,18016,1,"Yes",24,4,3,0,1,2,1,1,0,0,1
30,"Yes","Travel_Frequently",600,"Human Resources",8,3,"Human Resources",1747,3,"Female",66,2,1,"Human Resources",4,"Divorced",2180,9732,6,"No",11,3,3,1,6,0,2,4,2,1,2
22,"Yes","Travel_Frequently",1368,"Research & Development",4,1,"Technical Degree",593,3,"Male",99,2,1,"Laboratory Technician",3,"Single",3894,9129,5,"No",16,3,3,0,4,3,3,2,2,1,2
39,"Yes","Travel_Rarely",360,"Research & Development",23,3,"Medical",1310,3,"Male",93,3,1,"Research Scientist",1,"Single",3904,22154,0,"No",13,3,1,0,6,2,3,5,2,0,3
44,"Yes","Travel_Rarely",621,"Research & Development",15,3,"Medical",1295,1,"Female",73,3,3,"Healthcare Representative",4,"Married",7978,14075,1,"No",11,3,4,1,10,2,3,10,7,0,5
30,"Yes","Travel_Frequently",109,"Research & Development",5,3,"Medical",1017,2,"Female",60,3,1,"Laboratory Technician",2,"Single",2422,25725,0,"No",17,3,1,0,4,3,3,3,2,1,2
40,"Yes","Non-Travel",1479,"Sales",24,3,"Life Sciences",986,2,"Female",100,4,4,"Sales Executive",2,"Single",13194,17071,4,"Yes",16,3,4,0,22,2,2,1,0,0,0
18,"Yes","Travel_Frequently",544,"Sales",3,2,"Medical",1624,2,"Female",70,3,1,"Sales Representative",4,"Single",1569,18420,1,"Yes",12,3,3,0,0,2,4,0,0,0,0
52,"Yes","Travel_Rarely",1030,"Sales",5,3,"Life Sciences",1319,2,"Male",64,3,3,"Sales Executive",2,"Single",8446,21534,9,"Yes",19,3,3,0,10,2,2,8,7,7,7
43,"Yes","Travel_Frequently",807,"Research & Development",17,3,"Technical Degree",1767,3,"Male",38,2,1,"Research Scientist",3,"Married",2437,15587,9,"Yes",16,3,4,1,6,4,3,1,0,0,0
56,"Yes","Travel_Rarely",441,"Research & Development",14,4,"Life Sciences",161,2,"Female",72,3,1,"Research Scientist",2,"Married",4963,4510,9,"Yes",18,3,1,3,7,2,3,5,4,4,3
32,"Yes","Travel_Rarely",964,"Sales",1,2,"Life Sciences",1734,1,"Male",34,1,2,"Sales Executive",2,"Single",6735,12147,6,"No",15,3,2,0,10,2,3,0,0,0,0
39,"Yes","Non-Travel",592,"Research & Development",2,3,"Life Sciences",1458,1,"Female",54,2,1,"Laboratory Technician",1,"Single",3646,17181,2,"Yes",23,4,2,0,11,2,4,1,0,0,0
26,"Yes","Travel_Frequently",342,"Research & Development",2,3,"Life Sciences",1053,1,"Male",57,3,1,"Research Scientist",1,"Married",2042,15346,6,"Yes",14,3,2,1,6,2,3,3,2,1,2
24,"Yes","Travel_Rarely",693,"Sales",3,2,"Life Sciences",720,1,"Female",65,3,2,"Sales Executive",3,"Single",4577,24785,9,"No",14,3,1,0,4,3,3,2,2,2,0
21,"Yes","Travel_Rarely",156,"Sales",12,3,"Life Sciences",494,3,"Female",90,4,1,"Sales Representative",2,"Single",2716,25422,1,"No",15,3,4,0,1,0,3,1,0,0,0
33,"Yes","Travel_Rarely",527,"Research & Development",1,4,"Other",780,4,"Male",63,3,1,"Research Scientist",4,"Single",2686,5207,1,"Yes",13,3,3,0,10,2,2,10,9,7,8
29,"Yes","Travel_Rarely",341,"Sales",1,3,"Medical",896,2,"Female",48,2,1,"Sales Representative",3,"Divorced",2800,23522,6,"Yes",19,3,3,3,5,3,3,3,2,0,2
30,"Yes","Travel_Frequently",448,"Sales",12,4,"Life Sciences",648,2,"Male",74,2,1,"Sales Representative",1,"Married",2033,14470,1,"No",18,3,3,1,1,2,4,1,0,0,0
44,"Yes","Travel_Rarely",621,"Research & Development",15,3,"Medical",1295,1,"Female",73,3,3,"Healthcare Representative",4,"Married",7978,14075,1,"No",11,3,4,1,10,2,3,10,7,0,5
29,"Yes","Travel_Rarely",806,"Research & Development",7,3,"Technical Degree",1299,2,"Female",39,3,1,"Laboratory Technician",3,"Divorced",3339,17285,3,"Yes",13,3,1,2,10,2,3,7,7,7,7
31,"Yes","Travel_Frequently",1060,"Sales",1,3,"Life Sciences",1331,4,"Female",54,3,1,"Sales Representative",2,"Single",2302,8319,1,"Yes",11,3,1,0,3,2,4,3,2,2,2
47,"Yes","Travel_Frequently",719,"Sales",27,2,"Life Sciences",785,2,"Female",77,4,2,"Sales Executive",3,"Single",6397,10339,4,"Yes",12,3,4,0,8,2,3,5,4,1,3
36,"Yes","Travel_Rarely",318,"Research & Development",9,3,"Medical",90,4,"Male",79,2,1,"Research Scientist",3,"Married",3388,21777,0,"Yes",17,3,1,1,2,0,2,1,0,0,0
28,"Yes","Travel_Rarely",1434,"Research & Development",5,4,"Technical Degree",65,3,"Male",50,3,1,"Laboratory Technician",3,"Single",3441,11179,1,"Yes",13,3,3,0,2,3,2,2,2,2,2
32,"Yes","Travel_Rarely",1033,"Research & Development",9,3,"Medical",190,1,"Female",41,3,1,"Laboratory Technician",1,"Single",4200,10224,7,"No",22,4,1,0,10,2,4,5,4,0,4
19,"Yes","Travel_Rarely",419,"Sales",21,3,"Other",959,4,"Male",37,2,1,"Sales Representative",2,"Single",2121,9947,1,"Yes",13,3,2,0,1,3,4,1,0,0,0
28,"Yes","Non-Travel",1366,"Research & Development",24,2,"Technical Degree",1082,2,"Male",72,2,3,"Healthcare Representative",1,"Single",8722,12355,1,"No",12,3,1,0,10,2,2,10,7,1,9
58,"Yes","Travel_Frequently",781,"Research & Development",2,1,"Life Sciences",918,4,"Male",57,2,1,"Laboratory Technician",4,"Divorced",2380,13384,9,"Yes",14,3,4,1,3,3,2,1,0,0,0
33,"Yes","Travel_Rarely",1017,"Research & Development",25,3,"Medical",1108,1,"Male",55,2,1,"Research Scientist",2,"Single",2313,2993,4,"Yes",20,4,2,0,5,0,3,2,2,2,2
21,"Yes","Travel_Frequently",756,"Sales",1,1,"Technical Degree",478,1,"Female",99,2,1,"Sales Representative",2,"Single",2174,9150,1,"Yes",11,3,3,0,3,3,3,3,2,1,2
23,"Yes","Travel_Rarely",1320,"Research & Development",8,1,"Medical",1684,4,"Male",93,2,1,"Laboratory Technician",3,"Single",3989,20586,1,"Yes",11,3,1,0,5,2,3,5,4,1,2
27,"Yes","Travel_Frequently",1337,"Human Resources",22,3,"Human Resources",1944,1,"Female",58,2,1,"Human Resources",2,"Married",2863,19555,1,"No",12,3,1,0,1,2,3,1,0,0,0
44,"Yes","Travel_Rarely",935,"Research & Development",3,3,"Life Sciences",1333,1,"Male",89,3,1,"Laboratory Technician",1,"Married",2362,14669,4,"No",12,3,3,0,10,4,4,3,2,1,2
36,"Yes","Travel_Rarely",318,"Research & Development",9,3,"Medical",90,4,"Male",79,2,1,"Research Scientist",3,"Married",3388,21777,0,"Yes",17,3,1,1,2,0,2,1,0,0,0
31,"Yes","Travel_Rarely",1079,"Sales",16,4,"Marketing",1761,1,"Male",70,3,3,"Sales Executive",3,"Married",8161,19002,2,"No",13,3,1,3,10,2,3,1,0,0,0
44,"Yes","Travel_Frequently",429,"Research & Development",1,2,"Medical",1792,3,"Male",99,3,1,"Research Scientist",2,"Divorced",2342,11092,1,"Yes",12,3,3,3,6,2,2,5,3,2,3
43,"Yes","Travel_Frequently",807,"Research & Development",17,3,"Technical Degree",1767,3,"Male",38,2,1,"Research Scientist",3,"Married",2437,15587,9,"Yes",16,3,4,1,6,4,3,1,0,0,0
58,"Yes","Travel_Rarely",147,"Research & Development",23,4,"Medical",165,4,"Female",94,3,3,"Healthcare Representative",4,"Married",10312,3465,1,"No",12,3,4,1,40,3,2,40,10,15,6
33,"Yes","Travel_Rarely",211,"Sales",16,3,"Life Sciences",1758,1,"Female",74,3,3,"Sales Executive",1,"Single",8564,10092,2,"Yes",20,4,3,0,11,2,2,0,0,0,0
41,"Yes","Travel_Rarely",1085,"Research & Development",2,4,"Life Sciences",927,2,"Female",57,1,1,"Laboratory Technician",4,"Divorced",2778,17725,4,"Yes",13,3,3,1,10,1,2,7,7,1,0
50,"Yes","Travel_Rarely",410,"Sales",28,3,"Marketing",2055,4,"Male",39,2,3,"Sales Executive",1,"Divorced",10854,16586,4,"Yes",13,3,2,1,20,3,3,3,2,2,0
26,"Yes","Travel_Rarely",1357,"Research & Development",25,3,"Life Sciences",55,1,"Male",48,1,1,"Laboratory Technician",3,"Single",2293,10558,1,"No",12,3,3,0,1,2,2,1,0,0,1
29,"Yes","Travel_Frequently",115,"Sales",13,3,"Technical Degree",1487,1,"Female",51,3,2,"Sales Executive",2,"Single",5765,17485,5,"No",11,3,1,0,7,4,1,5,3,0,0
35,"Yes","Travel_Rarely",556,"Research & Development",23,2,"Life Sciences",261,2,"Male",50,2,2,"Manufacturing Director",3,"Married",5916,15497,3,"Yes",13,3,1,0,8,1,3,1,0,0,1
20,"Yes","Travel_Rarely",1097,"Research & Development",11,3,"Medical",1016,4,"Female",98,2,1,"Research Scientist",1,"Single",2600,18275,1,"Yes",15,3,1,0,1,2,3,1,0,0,0
26,"Yes","Travel_Rarely",1357,"Research & Development",25,3,"Life Sciences",55,1,"Male",48,1,1,"Laboratory Technician",3,"Single",2293,10558,1,"No",12,3,3,0,1,2,2,1,0,0,1
52,"Yes","Travel_Rarely",723,"Research & Development",8,4,"Medical",433,3,"Male",85,2,2,"Research Scientist",2,"Married",4941,17747,2,"No",15,3,1,0,11,3,2,8,2,7,7
35,"Yes","Travel_Frequently",880,"Sales",12,4,"Other",1667,4,"Male",36,3,2,"Sales Executive",4,"Single",4581,10414,3,"Yes",24,4,1,0,13,2,4,11,9,6,7
34,"Yes","Non-Travel",1362,"Sales",19,3,"Marketing",502,1,"Male",67,4,2,"Sales Executive",4,"Single",5304,4652,8,"Yes",13,3,2,0,9,3,2,5,2,0,4
40,"Yes","Travel_Rarely",299,"Sales",25,4,"Marketing",1318,4,"Male",57,2,3,"Sales Executive",2,"Single",9094,17235,2,"Yes",12,3,3,0,9,2,3,5,4,1,0
32,"Yes","Travel_Frequently",1125,"Research & Development",16,1,"Life Sciences",33,2,"Female",72,1,1,"Research Scientist",1,"Single",3919,4681,1,"Yes",22,4,2,0,10,5,3,10,2,6,7
19,"Yes","Travel_Rarely",419,"Sales",21,3,"Other",959,4,"Male",37,2,1,"Sales Representative",2,"Single",2121,9947,1,"Yes",13,3,2,0,1,3,4,1,0,0,0
28,"Yes","Travel_Rarely",529,"Research & Development",2,4,"Life Sciences",364,1,"Male",79,3,1,"Laboratory Technician",3,"Single",3485,14935,2,"No",11,3,3,0,5,5,1,0,0,0,0
26,"Yes","Travel_Rarely",1330,"Research & Development",21,3,"Medical",1107,1,"Male",37,3,1,"Laboratory Technician",3,"Divorced",2377,19373,1,"No",20,4,3,1,1,0,2,1,1,0,0
47,"Yes","Travel_Frequently",719,"Sales",27,2,"Life Sciences",785,2,"Female",77,4,2,"Sales Executive",3,"Single",6397,10339,4,"Yes",12,3,4,0,8,2,3,5,4,1,3
28,"Yes","Travel_Frequently",289,"Research & Development",2,2,"Medical",1504,3,"Male",38,2,1,"Laboratory Technician",1,"Single",2561,5355,7,"No",11,3,3,0,8,2,2,0,0,0,0
35,"Yes","Travel_Rarely",556,"Research & Development",23,2,"Life Sciences",261,2,"Male",50,2,2,"Manufacturing Director",3,"Married",5916,15497,3,"Yes",13,3,1,0,8,1,3,1,0,0,1
26,"Yes","Travel_Rarely",1330,"Research & Development",21,3,"Medical",1107,1,"Male",37,3,1,"Laboratory Technician",3,"Divorced",2377,19373,1,"No",20,4,3,1,1,0,2,1,1,0,0
28,"Yes","Travel_Rarely",103,"Research & Development",24,3,"Life Sciences",19,3,"Male",50,2,1,"Laboratory Technician",3,"Single",2028,12947,5,"Yes",14,3,2,0,6,4,3,4,2,0,3
21,"Yes","Travel_Rarely",1427,"Research & Development",18,1,"Other",923,4,"Female",65,3,1,"Research Scientist",4,"Single",2693,8870,1,"No",19,3,1,0,1,3,2,1,0,0,0
29,"Yes","Travel_Rarely",896,"Research & Development",18,1,"Medical",315,3,"Male",86,2,1,"Research Scientist",4,"Single",2389,14961,1,"Yes",13,3,3,0,4,3,2,4,3,0,1
26,"Yes","Travel_Frequently",575,"Research & Development",3,1,"Technical Degree",510,3,"Male",73,3,1,"Research Scientist",1,"Single",3102,6582,0,"No",22,4,3,0,7,2,3,6,4,0,4
34,"Yes","Travel_Frequently",658,"Research & Development",7,3,"Life Sciences",147,1,"Male",66,1,2,"Laboratory Technician",3,"Single",6074,22887,1,"Yes",24,4,4,0,9,3,3,9,7,0,6
21,"Yes","Travel_Rarely",337,"Sales",7,1,"Marketing",1780,2,"Male",31,3,1,"Sales Representative",2,"Single",2679,4567,1,"No",13,3,2,0,1,3,3,1,0,1,0
21,"Yes","Travel_Rarely",1427,"Research & Development",18,1,"Other",923,4,"Female",65,3,1,"Research Scientist",4,"Single",2693,8870,1,"No",19,3,1,0,1,3,2,1,0,0,0
55,"Yes","Travel_Rarely",267,"Sales",13,4,"Marketing",1372,1,"Male",85,4,4,"Sales Executive",3,"Single",13695,9277,6,"Yes",17,3,3,0,24,2,2,19,7,3,8
39,"Yes","Travel_Rarely",360,"Research & Development",23,3,"Medical",1310,3,"Male",93,3,1,"Research Scientist",1,"Single",3904,22154,0,"No",13,3,1,0,6,2,3,5,2,0,3
46,"Yes","Travel_Rarely",669,"Sales",9,2,"Medical",118,3,"Male",64,2,3,"Sales Executive",4,"Single",9619,13596,1,"No",16,3,4,0,9,3,3,9,8,4,7
31,"Yes","Travel_Frequently",1445,"Research & Development",1,5,"Life Sciences",1459,3,"Female",100,4,3,"Manufacturing Director",2,"Single",7446,8931,1,"No",11,3,1,0,10,2,3,10,8,4,7
35,"Yes","Travel_Rarely",763,"Sales",15,2,"Medical",1645,1,"Male",59,1,2,"Sales Executive",4,"Divorced",5440,22098,6,"Yes",14,3,4,2,7,2,2,2,2,2,2
